"inn"@;@"name"@;@"region_soato"@;@"district_soato"
"311785924"@;@"ЧП ""AVTO-BABY"""@;@"1726"@;@
"305567517"@;@"""FARG'ONA AZS-KALIBR SERVIS"" XK"@;@"1730"@;@"1730401"
"311029233"@;@"OOO ""SUGAR FABRICAS"""@;@"1727"@;@
"309255349"@;@"""DIYOR ASIL NUR"" OK"@;@"1712"@;@"1712401"
"301808162"@;@"""ZIP-COLOR"" MCHJ"@;@"1726"@;@"1726290"
"307408237"@;@"OOO ""RUI SI"""@;@"1726"@;@
"308592595"@;@"""WOODEN BOX SERVICE"" OK"@;@"1726"@;@"1726294"
"309792797"@;@"OK ""TD SANTEX-PRO"""@;@"1726"@;@
"306128602"@;@"""DAVR  BETON"" MCHJ"@;@"1714"@;@"1714242"
"308164161"@;@"""ZOKIR JAMSHID ZOXIRSHOX CHORVAS"" oilaviy korxonasi"@;@"1730"@;@
"308192215"@;@"""SHOYISTA ILYOSBEK FAYZI"" OK"@;@"1730"@;@"1730215"
"310782810"@;@"OOO ""HABIBOV AL-ASHUR"","@;@"1706"@;@
"311780156"@;@"OOO ""KEYTRADE-UB"""@;@"1726"@;@
"306318967"@;@"OOO ""UNIONAGRO"""@;@"1726"@;@
"305469400"@;@"""XAKIMJON XOJI OTA"" OK"@;@"1730"@;@"1730230"
"311553714"@;@"OOO ""GINGER"""@;@"1726"@;@
"304702056"@;@"""METIN-SADOQAT"" MCHJ"@;@"1718"@;@"1718224"
"302095403"@;@"""AND-BELITA"" MCHJ"@;@"1703"@;@"1703401"
"304976697"@;@"""ALANGA BOILER SYSTEM"" MCHJ"@;@"1726"@;@"1726264"
"310261708"@;@"""QADIMIY ANGOR KELAJAGI"" OK"@;@"1722"@;@"1722202"
"307144954"@;@"""SUXROB BARAKALI TADBIRKOR"" MCHJ"@;@"1708"@;@"1708201"
"306018976"@;@"""METAL PROM TASHKENT"" OK"@;@"1727"@;@"1727239"
"310541650"@;@GRAND NAZAR HOTEL MCHJ@;@"1718"@;@
"303366665"@;@"""PLAZA BUILDING"" MCHJ"@;@"1726"@;@"1726287"
"309984684"@;@"ООО ""FAHUN TEX STYLE"""@;@"1730"@;@
"303010032"@;@"""NORTH LIGHT"" MCHJ"@;@"1726"@;@"1726280"
"304274660"@;@"""BMAX BUILDING GROUP"" MCHJ"@;@"1727"@;@"1727250"
"306713018"@;@"""BEKOBOD-TOM-MARKAZI"" MCHJ"@;@"1727"@;@"1727413"
"302190071"@;@"OOO ""SOBIRJON XADICHAXON SAVDO"""@;@"1726"@;@
"305943943"@;@"""ISOMIDDIN OTA MEBELLARI"" MCHJ"@;@"1722"@;@"1722221"
"308903554"@;@"""PAXTACHI SARDOR INVEST 1110"" MCHJ"@;@"1718"@;@"1718230"
"310874514"@;@"""MARS TOYS"" mas`uliyati cheklangan jamiyati"@;@"1727"@;@
"305649041"@;@"""SURXON PROTEZ ORTOPEDIYA"" MCHJ"@;@"1722"@;@"1722401"
"308531021"@;@"ООО ""SM-MART"""@;@"1726"@;@
"307878856"@;@ООО '' VIKITON ''@;@"1726"@;@
"306082377"@;@"ЧП ""MELONI LOCK"""@;@"1726"@;@
"303406582"@;@"""ABDURAIMOV FARXOD-UROLOG"" MCHJ"@;@"1727"@;@"1727404"
"204882802"@;@"""FIDOKOR-DENOV.KOM"" MCHJ"@;@"1722"@;@"1722210"
"310630065"@;@"""KEY-ROCK SERVICE"" MCHJ"@;@"1726"@;@"1726287"
"309697638"@;@ООО ?GREENHOUSE MATERIALS TRADE?@;@"1726"@;@
"311035163"@;@"""POLLO TEKSTIL"" MCHJ"@;@"1727"@;@"1727401"
"306197454"@;@"""GOOD  ELECTRIC"" MCHJ"@;@"1727"@;@"1727259"
"305531134"@;@"""TAVAKKAL PREMIUM PLAST"" MCHJ"@;@"1726"@;@"1726277"
"303689707"@;@"""SUX SHIRIN NON"" XK"@;@"1730"@;@"1730226"
"311223809"@;@"OOO ""ULU GIDA"""@;@"1726"@;@
"201005248"@;@"""ZIYO-ZAMIR"" MCHJ"@;@"1726"@;@"1726280"
"307034933"@;@"СП ООО ""Group CBBI"""@;@"1726"@;@
"307924782"@;@"""NAVRUZBEK VA ZAFARBEK"" OK"@;@"1730"@;@"1730224"
"205030380"@;@"ООО ""SANOAT+ BARAKA"""@;@"1703"@;@
"305544656"@;@"""GAZOBETON BIZNES"" MCHJ"@;@"1727"@;@"1727401"
"309890747"@;@"OOO ""KOLXATIB LOGISTIKA"""@;@"1706"@;@
"311310368"@;@"""MIRZAQODIR MAXAMMADYUNUS"" MCHJ"@;@"1730"@;@"1730218"
"310350779"@;@"""EXPRESS INVEST SOLUTION"" MCHJ"@;@"1726"@;@"1726292"
"306978581"@;@"""AMIRXON ZAYNIDDIN SAIDNAZAR"" MCHJ"@;@"1735"@;@"1735228"
"306870282"@;@"""KO'RKAM TURON OBOD"" OK"@;@"1703"@;@"1703224"
"303849775"@;@"""ECO CRYSTAL MAX"" MCHJ"@;@"1712"@;@"1712401"
"309830844"@;@OOO TERMIZ FRESH FRUIT@;@"1722"@;@
"309172714"@;@"ООО ""PREMIUM BEEF WELL"""@;@"1726"@;@
"309930846"@;@"""NURAFSHAN EXCELLENT QUALITY CONSTRUCTION GOODS"" OK"@;@"1714"@;@"1714242"
"308429867"@;@ООО ADOLESCENT LOGISTICS@;@"1726"@;@
"308044041"@;@"ООО ""BUXORO YOG'OCH-TAXTA SAVDO"""@;@"1706"@;@
"200428212"@;@"""SHOX"" XK"@;@"1733"@;@"1733204"
"308350571"@;@"OOO  ""IC-GROUP-UP"""@;@"1726"@;@
"307620648"@;@"""JAXONGIR O`G`LI SHOXA`ZAM"" MCHJ"@;@"1714"@;@"1714234"
"305725106"@;@"""ATU BUXORO"" MCHJ"@;@"1706"@;@"1706246"
"310789935"@;@"""ZOKIR MAMATAXIROVICH"" OK"@;@"1706"@;@"1706403"
"308676197"@;@"""FREGAT ATI"" OK"@;@"1726"@;@"1726262"
"311008228"@;@"""HOJIONA"" OK"@;@"1706"@;@"1706204"
"306561216"@;@"""SAMOVIY NUR AKVASI"" OK"@;@"1730"@;@"1730203"
"310898680"@;@"OOO ""KEDARUI ELECTRIC"""@;@"1726"@;@
"311163718"@;@"""BORSS"" MCHJ"@;@"1726"@;@"1726280"
"205248679"@;@"""NODIM SAVDO SERVIS"" MCHJ"@;@"1714"@;@"1714401365"
"309864144"@;@"""HYTRANS"" LLC"@;@"1726"@;@
"309058964"@;@"""MONOBLOG SYSTEM"" MCHJ"@;@"1730"@;@"1730408"
"310273344"@;@"""KARL STORZ ENDOSCOPY UBK"" MCHJ"@;@"1726"@;@"1726266"
"309260493"@;@"""TRIANGLE"" MCHJ"@;@"1706"@;@"1706212"
"308908254"@;@"""ANCIENT KHOREZM OASIS"" MCHJ"@;@"1733"@;@"1733401"
"310991109"@;@"""PISKENT SHIRMOY NON"" OK"@;@"1727"@;@"1727250"
"300228964"@;@"""TOHIRJON EVRO QURILISH SAVDO"" MCHJ"@;@"1714"@;@"1714242"
"302491188"@;@"""GULDURSUN NAFOSATI"" XK"@;@"1735"@;@"1735250"
"310778370"@;@"OOO ""BULL"""@;@"1718"@;@
"305233821"@;@"OOO ""Sayot Invest"""@;@"1722"@;@
"311706159"@;@"ООО ""AZIZA IYMONA"""@;@"1727"@;@
"308829740"@;@"ООО ""AIR ELEMENT"""@;@"1727"@;@
"311228175"@;@"""HANIFA SHIRINLIKLARI"" MCHJ"@;@"1706"@;@"1706242"
"306031090"@;@ООО  MUBASHIR AVTO TRANS@;@"1714"@;@
"306036504"@;@"ООО ""GOLD CERAMICS TRADE"""@;@"1726"@;@
"304490124"@;@"ООО ""SHAXZOD CHORVA SERVIS"""@;@"1727"@;@
"311537170"@;@"""MERCURY HORIZON"" MCHJ"@;@"1727"@;@"1727248"
"304420202"@;@ИП ООО STANDARD TRADE SERVICE@;@"1726"@;@
"304646291"@;@"""ISLAM DINARA DILARA"" ФХ"@;@"1726"@;@
"307558881"@;@"""LOMAN BARAKA GOLDEN EGGS"" OK"@;@"1706"@;@"1706215"
"310977456"@;@"ООО ""VODIY ISSIQ OLOVLARI"""@;@"1730"@;@
"311713482"@;@"ООО ""HAFKARIYAN LOGISTIKS SERVISE"""@;@"1712"@;@
"305581152"@;@"""NUR ISHONCH POLIGRAF"" MCHJ"@;@"1727"@;@"1727265"
"308678123"@;@"""LATIFXON ORIFXON BIZNES"" OK"@;@"1718"@;@"1718212"
"310367961"@;@"""PREMIUM PLAST WINDOWS AND DOORS"" MCHJ"@;@"1727"@;@"1727248"
"308057659"@;@"""MOHIR MUHANDISLAR"" MCHJ"@;@"1727"@;@"1727248"
"310393377"@;@"""VENUCHIYA"" MCHJ"@;@"1710"@;@"1710220"
"309914714"@;@"""YANGICHEK YANGI QANDOLAT"" MCHJ"@;@"1714"@;@"1714229"
"204530069"@;@"""ZIYO NUR MARKET"" MCHJ"@;@"1726"@;@"1726277"
"311285218"@;@"""TOJ MAHAL FARGONA"" MCHJ"@;@"1730"@;@"1730401"
"306095732"@;@"ООО ""Wholesale Trade Company"""@;@"1726"@;@
"310581483"@;@"ООО ""HUI SHANG TRADE GROUP"""@;@"1726"@;@
"308056256"@;@"""NEW ERA UNIFORM"" MCHJ"@;@"1724"@;@"1724401"
"310345997"@;@"""BAXTGA ELITUVCHI"" MCHJ"@;@"1708"@;@"1708220"
"307225014"@;@"""ABUBAKR IDEYA TEKSTIL"" MCHJ"@;@"1714"@;@"1714401"
"310487820"@;@"ООО ""AGRO SUMMER HARVEST"""@;@"1726"@;@
"300486828"@;@"""HABIBA UMIDA"" MCHJ"@;@"1706"@;@"1706219"
"307137432"@;@"""ASLBEK ZIYODAXON ERKINOVLAR"" OK"@;@"1733"@;@"1733236"
"311179894"@;@"""UOGE"" MCHJ"@;@"1726"@;@"1726287"
"306114454"@;@"""ZARAFSHON INDUSTRIAL TECHNOLOGY"" MCHJ XK"@;@"1712"@;@"1712234"
"203025578"@;@"""O`ZPARTAMPONAJ"" AJ"@;@"1706"@;@"1706232"
"200587450"@;@"""TO`YTEPA METALL QURILMALARI "" AJ"@;@"1727"@;@"1727401"
"306630564"@;@"""AMINJONOVICH STROY"" MCHJ"@;@"1718"@;@"1718233"
"306653702"@;@"""AMAZON FOKS"" MCHJ"@;@"1718"@;@"1718236"
"309560681"@;@"OOO ""MULKI TURON XONOBOD"""@;@"1727"@;@
"307226210"@;@"""SJ UNITY"" MCHJ"@;@"1726"@;@"1726294"
"301898464"@;@"""YOG`DU INVEST PLAST"" OK"@;@"1727"@;@"1727404"
"307071034"@;@OOO ?ABDULLOH-BARAKA GROUP?@;@"1726"@;@
"309681745"@;@"GRANDMASTER DEVELOPMENT"""@;@"1726"@;@
"310519028"@;@"""HORECA-TECHNIK"" MCHJ"@;@"1726"@;@"1726269"
"310596661"@;@"""XUMO INVEST CLASS 777"" OK"@;@"1730"@;@"1730238"
"309579332"@;@"OOO ""LFB REGISTAN"""@;@"1726"@;@
"311237204"@;@"""TORNADO WHITE"" MCHJ"@;@"1706"@;@"1706204"
"306005178"@;@"""AZIM FERUZ MIRFAYZ"" MCHJ"@;@"1706"@;@"1706242"
"305951751"@;@"OOO ""Group DNJ"""@;@"1726"@;@
"200173634"@;@"""AKBAROBOD MEBEL"" MCHJ"@;@"1730"@;@"1730218"
"308433579"@;@"""TECHNO TEXTILE MEDIA"" MCHJ"@;@"1726"@;@"1726280"
"308369301"@;@"""UMMONDAGI ALBATROS"" MCHJ"@;@"1708"@;@"1708215"
"310893886"@;@"OOO ""XJY POWER PTE ANDIJAN"""@;@"1703"@;@
"310389981"@;@"OOO ""MAXMUDBOBO SHUXRAT LOGISTICS"""@;@"1726"@;@
"311391893"@;@"""PLYUSREM"" MCHJ"@;@"1727"@;@"1727407"
"309623483"@;@"""KONIMEX OGNEUPOR"" MCHJ"@;@"1712"@;@"1712211"
"310870091"@;@"""ISHONCHILIK"" MCHJ"@;@"1726"@;@"1726283"
"309431644"@;@"OOO ""GOLD IXLOS TEKSTIL"""@;@"1726"@;@
"311387683"@;@"""AZZAM"" MCHJ"@;@"1708"@;@"1708201"
"301553442"@;@"OOO ""INTRAMED"""@;@"1726"@;@
"310882852"@;@"""TULIBAYEV DILSHOD"" MCHJ"@;@"1735"@;@"1735204"
"307994903"@;@"""ABDULLOH A'LO SAVDO"" MCHJ"@;@"1730"@;@"1730405"
"311245582"@;@"""DONYOR USTA"" MCHJ"@;@"1733"@;@"1733233"
"308547791"@;@"ООО ""EASY TRAVEL"""@;@"1718"@;@
"307377499"@;@"ООО ""JASURBEK ANVARJON UMIDI"""@;@"1703"@;@
"202836645"@;@"ДП ""Агровет-Азия-Инвест"""@;@"1726"@;@
"311267072"@;@"""ECO SALSA"" MCHJ"@;@"1726"@;@"1726280"
"202370293"@;@"""DOVUUD"" XK"@;@"1730"@;@"1730236"
"303038867"@;@"""AGRO PROM HOLDING"" MCHJ"@;@"1727"@;@"1727233"
"301251558"@;@"OOO ""RIZQ-BARAKA-NUR"""@;@"1733"@;@
"308880450"@;@"OOO ""VETAGROMEX"""@;@"1714"@;@
"309276077"@;@"""XUSHMANOV RED ZONE"" MCHJ"@;@"1718"@;@"1718230"
"307595283"@;@"""VEGETABLE CROPS"" MCHJ"@;@"1718"@;@"1718206"
"310770374"@;@"""UPAKOFFKA"" MCHJ"@;@"1730"@;@"1730401"
"303526687"@;@"ООО ""OIL GAS EQUIPMENT SERVICE"""@;@"1726"@;@
"307034545"@;@"""ZOLOTAYA DOLINA TRANS SERVIS"" MCHJ"@;@"1706"@;@"1706219"
"308056794"@;@"""ALTIMA NEW"" MCHJ"@;@"1726"@;@"1726283"
"207018020"@;@"""SARGASSO TEXTILE"" MCHJ"@;@"1703"@;@"1703408"
"310793346"@;@"""SPUTNIK FINANS"" OK"@;@"1735"@;@"1735401"
"310946580"@;@"ООО ""GOLDEN CORN GROUP"""@;@"1726"@;@
"309750366"@;@"""THE SEVEN WEEK`S GROUP"" MCHJ"@;@"1727"@;@"1727224"
"300077172"@;@"XK ""DONI MUBIN"""@;@"1726"@;@
"302866724"@;@"""MEHRIBON-NOGIRON"" MCHJ"@;@"1726"@;@"1726287"
"303884464"@;@"""AFSUN MAYSA"" MCHJ"@;@"1726"@;@"1726266"
"310001887"@;@"""POLIMER-TA"" XK"@;@"1726"@;@"1726273"
"302395544"@;@"""SHARQ MAXSUS MONTAJ"" QMJ"@;@"1726"@;@"1726277"
"310128657"@;@"""SARBINA FINANCE"" MCHJ"@;@"1730"@;@"1730405"
"309578555"@;@"ООО ""CITY OF INTREPRENEURS"""@;@"1730"@;@
"300669384"@;@"""HAMKOR INVEST ELEGANT"" MCHJ"@;@"1703"@;@"1703401"
"310380385"@;@"""TURON XALQARO MAKTABI"" NTM"@;@"1726"@;@
"300981624"@;@"""SAMA GROUP"" XK"@;@"1726"@;@"1726269"
"310860967"@;@"""SAMIRA TEXTILE"" MCHJ"@;@"1730"@;@"1730215"
"301627056"@;@"""JAXON-TEXTIL-LUX"" MCHJ"@;@"1730"@;@"1730236"
"309353298"@;@"""DEXQONBOYEV ULUG`BEK XOLBOYEVICH"" MCHJ"@;@"1727"@;@"1727228"
"301545894"@;@"""QIZILQUM SAVDO"" MCHJ"@;@"1718"@;@"1718230"
"306329724"@;@"""CHODAK UNIFORM"" MCHJ"@;@"1714"@;@"1714219"
"301107853"@;@"OOO ""MEGA KRAFT"""@;@"1726"@;@
"309098647"@;@"""TOSHKENT ELEKTRO APPARAT"" MCHJ"@;@"1727"@;@"1727248"
"306722860"@;@"""KATTAKURGAN SHIFER"" MCHJ XK"@;@"1718"@;@"1718215"
"309428543"@;@"""ENERGY-DRINK OIL"" МЧЖ"@;@"1726"@;@
"303397818"@;@"""SAID SAVDO BARAKA"" MCHJ"@;@"1718"@;@"1718401"
"305934115"@;@"OOO ""LIDER SERVICE EFFEKT"""@;@"1726"@;@
"306060239"@;@"""BAZZANO"" OK"@;@"1714"@;@"1714401367"
"300363180"@;@"""МЕHГБОЙМУРОД-АБДУЛЛО"" фермер хужалиги"@;@"1710"@;@
"301038457"@;@"""SM-MAXSA GROUP"" MCHJ"@;@"1727"@;@"1727212"
"309613471"@;@"""KONDITER SADOSH"" MCHJ"@;@"1727"@;@"1727419"
"306205751"@;@"""SERHATLI LIFT"""@;@"1706"@;@
"301678950"@;@"ООО ""PRESTIJ DERI"""@;@"1727"@;@
"204356180"@;@"ООО ""DORUS-EDEN"""@;@"1726"@;@
"309251568"@;@"""DRUJBA MIRZAOBOD"" MCHJ XK"@;@"1724"@;@"1724228"
"306476882"@;@"""POKIZA CHICKEN SAVDO"" XK"@;@"1706"@;@"1706219"
"310790936"@;@"""SMART PACK"" MCHJ"@;@"1726"@;@"1726280"
"310133034"@;@"ООО ""RASPECT TEA"""@;@"1726"@;@
"305566573"@;@"""SHOU GUAN"" MCHJ"@;@"1726"@;@"1726280"
"301344385"@;@"""MARMARIS"" MCHJ"@;@"1726"@;@"1726266"
"311612704"@;@"""ZEYNEP"" MCHJ"@;@"1727"@;@"1727424"
"308842648"@;@"ООО ""SUNSIR SF07"""@;@"1730"@;@
"308413112"@;@"""HOTAM-OTA"" XK"@;@"1718"@;@"1718236"
"302785596"@;@ООО STIMUL FAYZ SAVDO@;@"1726"@;@
"310924656"@;@"""ULUSLIK KASANACHILAR"" MCHJ"@;@"1718"@;@"1718235"
"310050764"@;@""" CHAK CHAK PAXTAQANDLARI"" MCHJ"@;@"1718"@;@"1718218"
"311238543"@;@"""NEW GRAF"" MCHJ"@;@"1710"@;@"1710229"
"303324069"@;@"""KALVAK ASL SAVDO"" MCHJ"@;@"1714"@;@"1714224"
"203833245"@;@"""RASTINAL"" XK"@;@"1718"@;@"1718401"
"306099569"@;@"""HOSHIMBOY YANGI ASR"" XK"@;@"1714"@;@"1714212"
"306722655"@;@"""UYGUR NURI-ZAR"" MCHJ"@;@"1714"@;@"1714219"
"305481356"@;@"ООО ""BUSTON ECO RESORT"""@;@"1727"@;@
"310120336"@;@"""YASIN TEXTILE GROUP-2022"" MCHJ"@;@"1714"@;@"1714401367"
"307842893"@;@"""OZODA YUNUSOVA"" OK"@;@"1727"@;@"1727250"
"305121161"@;@"""BROTHER'S GOOD WILL"" MCHJ"@;@"1733"@;@"1733221"
"306698187"@;@"""AZIZBEK DAVRONBEK AZIZ"" OK"@;@"1722"@;@"1722207"
"310282095"@;@"""QUALITY  FAST  PRINT"" MCHJ"@;@"1724"@;@"1724231"
"311303122"@;@"""MIL PROD 24"" MCHJ"@;@"1726"@;@"1726280"
"305521280"@;@"""KAROMAT ONA NABIRALARI"" OK"@;@"1718"@;@"1718230"
"305809031"@;@"""DILSHONBEK ORZU"" XK"@;@"1727"@;@"1727413"
"302090419"@;@"""RAVNAQ BARAKA PLAST"" XK"@;@"1727"@;@"1727237"
"302299891"@;@"""YURIDIK ADABIYOTLAR PUBLISH"" MCHJ"@;@"1726"@;@"1726294"
"306286709"@;@"""LUX KONTAKT"" MCHJ"@;@"1726"@;@"1726269"
"309719655"@;@OOO SEVEN WALLPAPER@;@"1726"@;@
"311396395"@;@"""ASADULLA BUILDING"" MCHJ"@;@"1730"@;@"1730236"
"305731638"@;@"""AFRUZA FARZOD QIZI"" MCHJ"@;@"1718"@;@"1718224"
"303403666"@;@"""TEXSTROYBIZNES TRANS"" MCHJ"@;@"1727"@;@"1727415"
"310776080"@;@"""OBIDI QUMRI"" MCHJ"@;@"1730"@;@"1730226"
"306565313"@;@"OOO ""AMIRSTROYMARKET"""@;@"1706"@;@
"306280684"@;@"""MUXRIDDIN TOSH MAYDALASH"" MCHJ"@;@"1735"@;@"1735211"
"201610793"@;@"""BOYOVUT GOLD XAMKOR"" MCHJ"@;@"1724"@;@"1724212"
"308071413"@;@"""SAYQAL SOY"" MCHJ"@;@"1727"@;@"1727250"
"308603801"@;@"""ZZ WATER-BOTTLERS"" MCHJ"@;@"1727"@;@"1727248"
"310943585"@;@"OOO ""XAYRULLA XUSINBOY"""@;@"1733"@;@
"310394272"@;@"""ALFAMONOLIT FORMWORK"" MCHJ"@;@"1726"@;@"1726273"
"306604216"@;@"ХК""MONOHROM ELECTRIC""Саксон ота К.Ф.Й, Юкори-Чирчикский район,"@;@"1726"@;@
"302454683"@;@ООО MERKURIY NIHOL@;@"1726"@;@"1726269"
"310534500"@;@"OOO ""XALQARO IJTIMOIY INNOVATSIYALAR UNIVERSITETI"""@;@"1726"@;@
"303136168"@;@"OOO ""AZIM TRAVEL SERCIVE"""@;@"1718"@;@
"311063708"@;@"""PARADISE PERFORMANSE GROUP"" MCHJ"@;@"1727"@;@"1727220"
"306492469"@;@"""CHUST YUKSALISH TRANS"" XK"@;@"1714"@;@"1714237"
"310002743"@;@"""JIZZAX SERVIS TIZIMI"" MCHJ"@;@"1708"@;@"1708401"
"308333949"@;@"""RASUL HAMKOR SHUXRAT MRM"" XK"@;@"1710"@;@"1710401"
"303150659"@;@"OOO ""BOBIR ART TRADING"""@;@"1706"@;@
"307448837"@;@"""YANGIQISHLOQ XUSHNIDBEK"" OK"@;@"1718"@;@"1718206"
"201902990"@;@"""NOSTANDART"" MCHJ"@;@"1714"@;@"1714401367"
"308435489"@;@"""OSHPAZ"" OK"@;@"1733"@;@"1733233"
"302625976"@;@"""EKOPEN"" MCHJ"@;@"1726"@;@"1726283"
"305096755"@;@"""ANVAROV BURXON NON"" XK"@;@"1727"@;@"1727220"
"302594534"@;@"""G'OYIBOV XURSHID"" ФХ"@;@"1726"@;@
"308655469"@;@"""ACES JAPAN"" MCHJ XK"@;@"1726"@;@"1726292"
"305197241"@;@"""KARVAN HTG"" MCHJ"@;@"1726"@;@"1726277"
"306534138"@;@"ООО ""KOPILKA"""@;@"1706"@;@
"304526274"@;@"""PLATINUM FURNITURE"" XK"@;@"1726"@;@"1726280"
"308964543"@;@?GRATUS ULTIMA?@;@"1726"@;@
"308366986"@;@"OOO ""Yaasin Gold"""@;@"1726"@;@
"308030559"@;@"ООО ""ALTA WIRE"""@;@"1712"@;@
"311030029"@;@"""VALI PLAST"" OK"@;@"1718"@;@"1718233"
"302373627"@;@"""BALAND IMORAT"" MCHJ"@;@"1726"@;@"1726287"
"306629761"@;@"""BARRIER GIDROHIMOYA"" XK"@;@"1726"@;@"1726262"
"306135128"@;@ООО BEST PUMPS@;@"1726"@;@
"310719926"@;@ИП OOO ZOLOTO LOMBARD@;@"1726"@;@
"303460082"@;@"""SILK PRIME GROUP"" MCHJ"@;@"1718"@;@"1718236"
"300779407"@;@"OOO ""SIMSEK BIZNES SAVDO"""@;@"1730"@;@
"311750984"@;@ООО GSGMA@;@"1727"@;@
"302882871"@;@"""DAVRON KAPITAL"" XK"@;@"1726"@;@"1726277"
"311535238"@;@"""MUHAMMDESULTAN"" OILAVIY KORXONA"@;@"1730"@;@"1730408"
"310074726"@;@"OOO ""SHI LONG"""@;@"1726"@;@
"307429639"@;@"ОК ""PRO SPORT PRODUCT"""@;@"1703"@;@
"307788969"@;@"""POLLY LUX"" OK"@;@"1730"@;@"1730230"
"305864954"@;@"""IDEAL TIKUV"" MCHJ"@;@"1714"@;@"1714401"
"309029905"@;@"""GRAND EXPERIENCE"" MCHJ"@;@"1703"@;@"1703401"
"305563016"@;@"""CHOCCO INTER INVEST"" MCHJ"@;@"1712"@;@"1712211"
"303483845"@;@"""PAPER GOLDEN GROUP"" MCHJ"@;@"1727"@;@"1727237"
"311011984"@;@OOO KIDSTATION@;@"1726"@;@
"306935270"@;@"""QAMAR-MEBEL"" OK"@;@"1727"@;@"1727265"
"302026241"@;@"""UNIVERSAL SANDER"" MCHJ"@;@"1726"@;@"1726290"
"308519328"@;@"""RIZO BIZNES PROFF"" MCHJ"@;@"1726"@;@"1726262"
"200528429"@;@"""TIMA"" MCHJ"@;@"1726"@;@"1726269"
"306341616"@;@"СП ""ROYAL POLIMER PARTS"""@;@"1714"@;@
"302058828"@;@''VALLEY SUGAR TRADE'' LLC@;@"1726"@;@
"311100479"@;@"""UMID UMAR"" OK"@;@"1722"@;@"1722212"
"307316201"@;@"""SUBXONIDDIN GOLD 555"" OK"@;@"1722"@;@"1722214"
"310718627"@;@OOO TEXNOVAN@;@"1726"@;@
"308048384"@;@"ООО ""DPK COMPOSIT SAVDO"""@;@"1726"@;@
"307972154"@;@"""ZIL-BAX TEX"" OK"@;@"1727"@;@"1727265"
"311435021"@;@"OOO ""METO"""@;@"1726"@;@
"305644223"@;@"""STAMP GROUP 222"" MCHJ"@;@"1730"@;@"1730405"
"302262875"@;@"""TEX PLAST REZINA"" OK"@;@"1727"@;@"1727248"
"305950792"@;@ООО UNIVERSAL  POWER  MACHINERY  TRADE@;@"1726"@;@
"310622154"@;@"""AVRASYA BETON"" MCHJ"@;@"1726"@;@"1726290"
"301923930"@;@"""MERKURIY MEBEL"" MCHJ"@;@"1726"@;@"1726294"
"308412493"@;@"""ABBOS AZIZ BLOK MAXSULOTLARI"" OK"@;@"1718"@;@"1718227"
"310008949"@;@"""SARVARBEK SARDORBEK RIVOJI 077"" OK"@;@"1730"@;@"1730230"
"201563719"@;@"ООО ""Amest"""@;@"1726"@;@
"203815924"@;@"""TEMIRYO`LNON"" XK"@;@"1706"@;@"1706403"
"311131764"@;@ООО MEHRIBON RISOL@;@"1727"@;@
"207321832"@;@"""TOSHKENT DAVLAT TRANSPORT UNIVERSITETI"""@;@"1726"@;@"1726273"
"311133611"@;@"""OYDINKOSHONA-2024"" MCHJ"@;@"1712"@;@"1712230"
"300841852"@;@"""YUNA MILK"" OK"@;@"1703"@;@"1703224"
"301673966"@;@"""NAVOIY DIZAYN SERVIS"" MCHJ"@;@"1712"@;@"1712401"
"309308859"@;@"""BUNYODBEK MALAK"" OK"@;@"1706"@;@"1706240"
"309292027"@;@"ООО ""FIRENOW"""@;@"1730"@;@
"305858218"@;@"""ELZOD NAMUNA BIZNES"" OK"@;@"1727"@;@"1727249"
"305069756"@;@"""SPEC OPTIKA"" XK"@;@"1726"@;@"1726262"
"308178183"@;@"""ASILBEK-OYBEK-SAMANDAR"" XK"@;@"1708"@;@"1708212"
"307401928"@;@"""SERVIS ENERGY"" MCHJ"@;@"1726"@;@"1726277"
"310141824"@;@"ООО ""VOBKENT SARVAR PLYUS"""@;@"1706"@;@
"311620100"@;@MUHRIDDIN LOGISTICS LLC@;@"1730"@;@
"300402266"@;@"""FARG'ONA MAQSAD SARI"" XK"@;@"1730"@;@"1730401"
"303486026"@;@"""STANDART STONE"" MCHJ"@;@"1724"@;@"1724235"
"303814700"@;@"ООО ""NEKKULOV SUXROBJON"""@;@"1730"@;@
"307976140"@;@"""ZEFIR"" OK"@;@"1710"@;@"1710405"
"303723370"@;@"""MANSUR TEKSTIL LIBOS"" MCHJ"@;@"1714"@;@"1714401"
"310331105"@;@"""BUISNESS SOLUTION INTENT"" MCHJ"@;@"1730"@;@"1730412"
"300796465"@;@"""AND-CHIN INVEST"" MCHJ"@;@"1703"@;@"1703230"
"311185397"@;@"""ELIF LOGISTIC DXD "" MCHJ"@;@"1726"@;@
"309949741"@;@"ООО ""PHARMAPILL"""@;@"1726"@;@
"311305744"@;@"OOO ""BAI YOU TE"""@;@"1726"@;@
"205941671"@;@"""TOSHKENT GLOBAL NICH"" MCHJ"@;@"1727"@;@"1727265"
"309147925"@;@JIARI GROUP-PLUS MCHJ@;@"1726"@;@"1726287"
"308815861"@;@"""BOBUR BOG'DOD 777"" OK"@;@"1730"@;@"1730209"
"301651186"@;@ЧП ABU-BAKR SAVDO SERVIS@;@"1714"@;@
"302871854"@;@"""OTABOY-USMONBEK"" OK"@;@"1733"@;@"1733226"
"308445484"@;@INTERACTIVE INVESTMENT MCHJ@;@"1726"@;@"1726262"
