"certificate_number"@;@"inn"@;@"product_name"@;@"tnved_code"@;@"localization_rate"@;@"enkt_code"@;@"manufacture_power_yearly"@;@"unit_type_name"
"532050038505"@;@"200915414"@;@Перчатки медицинские диагностические (смотровые) нитриловые стерильные, однократного применения, цвет черный, размер  М@;@"4015190000"@;@42,19@;@"21.32.24.110-00001"@;@398 448 748@;@шт
"508050097402"@;@"300369838"@;@Кольцо поршневое@;@"8414900009"@;@64,12@;@"28.13.27.000-00002"@;@6 000@;@штук
"508050097401"@;@"300369838"@;@Палец поршневой@;@"8414900009"@;@68,1@;@"28.29.82.120-00001"@;@6 000@;@штук
"526050021001"@;@"205239579"@;@Вулканизацияланган резинадан техник пластина@;@"4008219000"@;@61,29@;@"22.19.20.120-00003"@;@3 120 000@;@кг
"508050096701"@;@"300369838"@;@Шкив насоса@;@"8483508009"@;@60,63@;@"29.32.30.172-00005"@;@1 200@;@штук
"539050295301"@;@"301551549"@;@Картон для гофрирования из макулатуры@;@"4805199000"@;@75@;@"17.21.11.000-00001"@;@480@;@т
"539050295301"@;@"301551549"@;@Бумага  для гофрирования из макулатуры@;@"4805199000"@;@75@;@"17.12.33.000-00001"@;@480@;@т
"508050097701"@;@"300369838"@;@Поршень@;@"8414900009"@;@63,9@;@"28.29.82.110-00001"@;@6 000@;@штук
"508050095903"@;@"307596661"@;@Талевый блок@;@"8431100000"@;@52,18@;@"28.99.39.190-00027"@;@216@;@штук
"508050095902"@;@"307596661"@;@Талевый блок@;@"8431100000"@;@52,47@;@"28.99.39.190-00027"@;@240@;@штук
"508050095901"@;@"307596661"@;@Талевый блок@;@"8431100000"@;@52,21@;@"28.99.39.190-00027"@;@264@;@штук
"525050002502"@;@"310101264"@;@Лоток железобетонный@;@"6810990000"@;@100@;@"23.61.12.154-00001"@;@282@;@шт
"504050121801"@;@"309933976"@;@Земснаряд (Сув қуввати соатига 2000 м3 бўлган двигателли, 63 метр баландликка босимли сув устуни)@;@"8905109000"@;@36,4@;@"30.11.33.110-00001"@;@4@;@шт
"511050052401"@;@"204960261"@;@Икки қаватли метал кроват@;@"9403202009"@;@37@;@"31.09.11.110-00001"@;@2 880@;@шт
"510050091401"@;@"202873141"@;@Қуйма графит  (чангсимон ҳолда)@;@"3801900009"@;@100@;@"23.99.14.110-00001"@;@480@;@т
"509050195001"@;@"309505828"@;@Интерактив панел учун андроид платаси@;@"8473302008"@;@33,38@;@"26.20.40.190-00007"@;@100 000@;@шт
"505050051102"@;@"302619001"@;@Полиэтилен қувурлар сув таьминоти учун диаметрлари@;@"3917211000"@;@38@;@"20.16.10.111-00001"@;@10 000@;@пог. метр
"505050051101"@;@"302619001"@;@Полиэтилен қувурлар сув таьминоти учун диаметрлари@;@"3917211000"@;@38@;@"20.16.10.111-00001"@;@10 000@;@пог. метр
"510050090003"@;@"303160314"@;@Бурғулаш насоси клапани@;@"8413910008"@;@52@;@"28.13.31.111-00002"@;@900@;@шт
"510050090002"@;@"303160314"@;@Бурғулаш насоси клапани@;@"8413910008"@;@52@;@"28.13.31.111-00002"@;@900@;@шт
"510050090001"@;@"303160314"@;@Бурғулаш насоси клапани@;@"8413910008"@;@52@;@"28.13.31.111-00002"@;@900@;@шт
"532050038504"@;@"200915414"@;@Перчатки медицинские диагностические (смотровые) нитриловые стерильные, однократного применения, цвет черный, размер  S@;@"4015190000"@;@44,38@;@"21.32.24.110-00001"@;@398 448 748@;@шт
"532050038503"@;@"200915414"@;@Перчатки медицинские диагностические (смотровые) нитриловые стерильные, однократного применения, цвет синий, размер  L@;@"4015190000"@;@44,9@;@"21.32.24.110-00001"@;@398 448 748@;@шт
"532050038502"@;@"200915414"@;@Перчатки медицинские диагностические (смотровые) нитриловые стерильные, однократного применения, цвет синий, размер  М@;@"4015190000"@;@42,24@;@"21.32.24.110-00001"@;@398 448 748@;@шт
"532050038501"@;@"200915414"@;@Перчатки медицинские диагностические (смотровые) нитриловые стерильные, однократного применения, цвет синий, размер  S@;@"4015190000"@;@44,46@;@"21.32.24.110-00001"@;@398 448 748@;@шт
"512050034201"@;@"205664676"@;@Ноқулай об-хаво шароитидан ҳимояловчи махсус кийим (Одежда специальная для защиты от неблагоприятных погодных условий)@;@"6114300000"@;@32@;@"14.12.30.160-00005"@;@3 000@;@комплект
"509050186903"@;@"304623337"@;@Болалар мебели тўплами (кроват, жавон, стол, стул) ёгочдан тайёрланган@;@"9403500000"@;@85,44@;@"31.09.13.142-00002"@;@1 000@;@шт
"503050091101"@;@"312534436"@;@Шкаф для медикаментов@;@"9403309100"@;@21@;@"32.50.30.110-00010"@;@5 000@;@шт
"503050092601"@;@"303879984"@;@трюмо@;@"9403609000"@;@32@;@"31.09.12.129-00002"@;@1 200@;@шт.
"507050042301"@;@"201650389"@;@Матрац (пахтали)@;@"9404299000"@;@57,3@;@"13.92.24.190-00001"@;@26 400@;@штук
"514050080205"@;@"308271149"@;@Тиббий чойшаб@;@"6302210000"@;@30,25@;@"13.92.12.161-00001"@;@5 000@;@шт
"507050042201"@;@"201650389"@;@Кўрпа@;@"9404400009"@;@37,49@;@"13.92.11.110-00001"@;@26 400@;@штук
"510050093401"@;@"200972559"@;@Сунъий арча@;@"9505109000"@;@84@;@"32.99.51.111-00002"@;@1 000@;@штук
"507050042101"@;@"201650389"@;@Ёстиқ@;@"9404908000"@;@64,48@;@"13.92.24.140-00001"@;@26 400@;@штук
"504050121601"@;@"206267149"@;@Ёғоч каркасли стул (Стул на деревянном каркасе)@;@"9401610000"@;@41,9@;@"31.01.12.160-00001"@;@50 000@;@шт
"509050186902"@;@"304623337"@;@Ётоқхона мебели тўплами (трюмо, кроват, жавон кроват олди тумба) ёгочдан тайёрланган@;@"9403500000"@;@77,26@;@"31.09.12.125-00002"@;@1 000@;@шт
"509050186901"@;@"304623337"@;@Трюмо (ёгочдан тайёрланган)@;@"9403500000"@;@78,93@;@"31.09.12.129-00002"@;@1 000@;@шт
"511050052301"@;@"204808685"@;@Гул босилган чойшаблар тўплами (чойшаб, кўрпа жилди ва ёстиқ жилди)@;@"6302210000"@;@70,07@;@"13.92.12.194-00001"@;@8 640@;@комплект
"539050301201"@;@"300634681"@;@Соус на основе растительных масел (майонезный) фасованный в ПП-бутылку, 800 г@;@"2103909001"@;@32,63@;@"10.84.12.140-00001"@;@1 260 000@;@штук
"516050015502"@;@"302959347"@;@Самокопировальная перфорированная печатная бумага@;@"4816200000"@;@65@;@"17.23.11.110-00001"@;@2 500 000@;@шт.
"516050015501"@;@"302959347"@;@Самокопировальная перфорированная печатная бумага@;@"4816200000"@;@65@;@"17.23.11.110-00001"@;@2 500 000@;@шт.
"514050080207"@;@"308271149"@;@Пахта матоли чойшаб@;@"6302210000"@;@30,25@;@"13.92.12.111-00001"@;@5 000@;@компл
"514050080206"@;@"308271149"@;@Ётаржой буюмлари (чойшаб, курпа-тушак жилди, ёстик жилд)@;@"6302210000"@;@30,25@;@"13.92.12.169-00001"@;@5 000@;@шт
"503050044509"@;@"306178454"@;@Болт 12*40@;@"7318159008"@;@6@;@"25.94.11.110-00001"@;@15 600@;@кг
"509050181103"@;@"204025459"@;@Темир йул учун утиш светофори@;@"8530100000"@;@10,56@;@"27.90.70.000-00011"@;@50@;@шт
"509050181102"@;@"204025459"@;@Темир йул учун пакана светофор@;@"8530100000"@;@11,46@;@"27.90.70.000-00011"@;@50@;@шт
"509050181101"@;@"204025459"@;@Темир йул учун мачтали светофор@;@"8530100000"@;@10,67@;@"27.90.70.000-00011"@;@50@;@шт
"505050050801"@;@"307057209"@;@Yengil avtomobil@;@"8702901190"@;@13@;@"29.10.20.000-00001"@;@32@;@шт
"539050297001"@;@"300848161"@;@Комбинированная дорожная машина 8 м3 на шасси@;@"8705908001"@;@82,75@;@"29.10.59.390-00018"@;@100@;@шт
"509050181202"@;@"204025459"@;@Карлик светофор каллаги корпуси@;@"8530900000"@;@12,08@;@"26.51.70.190-00029"@;@50@;@т
"509050181201"@;@"204025459"@;@Мачтали светофор каллаги корпуси@;@"8530900000"@;@10,96@;@"26.51.70.190-00002"@;@50@;@шт
"511050052201"@;@"300492418"@;@Болалар ўйин майдони (ўйинчоқ сартарошхона, ўйинчоқ дўкон, ўйинчоқ ошхона, ўйинчоқ шифохона)@;@"9506999000"@;@12@;@"31.09.13.149-00006"@;@1 560@;@набор
"539050302001"@;@"305843822"@;@Автокран грузоподъёмностью 16 тн@;@"8705100091"@;@52,09@;@"29.10.51.000-00001"@;@100@;@шт
"503050044508"@;@"306178454"@;@Болт 10*80@;@"7318159008"@;@6@;@"25.94.11.110-00001"@;@15 600@;@кг
"508050096001"@;@"306174927"@;@Шкаф автоматизации технологических процессов и производств@;@"8537101000"@;@38,56@;@"27.33.13.169-00003"@;@50@;@штук
"531050013510"@;@"311781305"@;@Корпус кернорвательный NQ нижней части керноприемника@;@"8431430000"@;@30,88@;@"25.73.60.120-00004"@;@1 800@;@шт
"531050013509"@;@"311781305"@;@Кольцо кернорвательное NQ нижней части керноприемника@;@"8431430000"@;@35,78@;@"25.73.60.120-00004"@;@4 500@;@шт
"531050013508"@;@"311781305"@;@Колпачек внутренней трубы верхней части керноприемника@;@"8431430000"@;@30,84@;@"25.73.60.120-00004"@;@100@;@шт
"531050013507"@;@"311781305"@;@Шпиндельный центратор верхней части керноприемника@;@"8431430000"@;@34,35@;@"25.73.60.120-00004"@;@120@;@шт
"531050013506"@;@"311781305"@;@Корпус стопора нижняя часть, верхней части керноприемника@;@"8431430000"@;@35,53@;@"25.73.60.120-00004"@;@30@;@шт
"531050013504"@;@"311781305"@;@Корпус стопора верхняя часть, верхней части керноприемника@;@"8431430000"@;@30,59@;@"25.73.60.120-00004"@;@50@;@шт
"531050013502"@;@"311781305"@;@Стопор NQ верхней части керноприемника@;@"8431430000"@;@36,43@;@"25.73.60.120-00004"@;@360@;@шт
"503050090977"@;@"308648745"@;@Подшипник 8260НЛ@;@"8482109008"@;@40@;@"28.15.10.122-00001"@;@10 000@;@шт
"525050002501"@;@"310101264"@;@Лоток железобетонный@;@"6810990000"@;@100@;@"23.61.12.154-00001"@;@282@;@шт
"532050038403"@;@"200915414"@;@Перчатки медицинские диагностические (смотровые) латексные стерильные, однократного применения, размер  L@;@"4015190000"@;@38,16@;@"21.32.24.110-00002"@;@398 448 748@;@шт
"532050038401"@;@"200915414"@;@Перчатки медицинские диагностические (смотровые) латексные стерильные, однократного применения, размер  S@;@"4015190000"@;@40,51@;@"21.32.24.110-00002"@;@398 448 748@;@шт
"539050294601"@;@"301551549"@;@Бумага оберточная@;@"4805910000"@;@75@;@"17.12.14.199-00001"@;@480@;@т
"536050030802"@;@"302056600"@;@Махсус ишчи қишки кийими (Китель шим)@;@"6203221000"@;@68@;@"14.12.30.190-00002"@;@90 000@;@комп
"536050030801"@;@"302056600"@;@Махсус ишчи кийим (Китель шим)@;@"6203221000"@;@84@;@"14.12.30.190-00002"@;@90 000@;@комп
"511050052101"@;@"304505578"@;@Синтетик матодан дунё мамлакатлари байроқлари@;@"6307909800"@;@18@;@"13.92.29.190-00012"@;@4 320@;@кв. метр
"514050079602"@;@"302489308"@;@Эркаклар миллий чопони@;@"6201300000"@;@97@;@"14.12.30.131-00001"@;@600@;@шт
"514050080101"@;@"302489308"@;@Эркаклар миллий яхтаки@;@"6205200000"@;@44@;@"14.14.21.000-00001"@;@960@;@шт
"539050298601"@;@"306167934"@;@Кран мостовой однобалочный, грузоподъёмностью 10 тонн@;@"8426110000"@;@35,18@;@"28.22.14.121-00001"@;@500@;@шт
"514050080001"@;@"302489308"@;@Аёллар миллий лозими@;@"6204699000"@;@45@;@"14.12.30.190-00023"@;@960@;@шт
"503050092901"@;@"312534436"@;@Стол лабораторный@;@"9403109809"@;@18@;@"31.09.10.000-00018"@;@5 000@;@шт
"539050296801"@;@"305843822"@;@Кран-манипулятор грузоподъёмностью 7 т на шасси@;@"8704239209"@;@75,91@;@"29.10.59.310-00001"@;@100@;@шт
"514050079901"@;@"302489308"@;@Эркаклар миллий шалавари@;@"6103420009"@;@51@;@"14.12.12.110-00001"@;@960@;@шт
"529050067302"@;@"301575415"@;@Броня сепаратора мельницы вентилятора@;@"8474901000"@;@92,97@;@"28.92.62.000-00063"@;@14 400@;@шт
"529050067301"@;@"301575415"@;@Лопатка мелющая@;@"8474901000"@;@92,97@;@"28.92.40.110-00010"@;@16 128@;@шт
"511050051901"@;@"303804199"@;@Хужжатлар учун метал шкаф@;@"9403109300"@;@17@;@"31.01.11.129-00010"@;@1 214@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050299901"@;@"300635625"@;@Ширма металлическая створочная универсальная@;@"9403208009"@;@36@;@"32.50.30.110-00007"@;@500@;@шт
"504050121502"@;@"206267149"@;@Айланадиган стул (Стул поворотный)@;@"9401710009"@;@29,6@;@"31.01.11.150-00012"@;@50 000@;@шт
"504050121501"@;@"206267149"@;@Тиббиёт стули (Стул медицинский)@;@"9401710009"@;@38,9@;@"21.31.17.190-00008"@;@1 500@;@шт
"508050096501"@;@"300369838"@;@Талевый блок@;@"8431100000"@;@59,09@;@"28.99.39.190-00027"@;@120@;@штук
"514050079701"@;@"302489308"@;@Аёллар миллий чопони@;@"6202300000"@;@98@;@"14.12.30.131-00001"@;@720@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Агрегат электронасосный@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Агрегат электронасосный@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Агрегат электронасосный@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Насосная установка@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Агрегат электронасосный центробежный@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Агрегат электронасосный центробежный скважинный@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Агрегат электронасосный@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"539050283402"@;@"302707604"@;@Агрегат электронасосный центробежный скважинный@;@"8413702909"@;@30,1@;@"28.13.10.000-00001"@;@2 500@;@шт
"508050095801"@;@"201295403"@;@Йодланган ош тузи@;@"2501009110"@;@94,87@;@"10.84.30.000-00001"@;@2 640@;@т
"539050300201"@;@"204447012"@;@Альбом для рисования@;@"4820900000"@;@35@;@"17.23.13.192-00001"@;@10 000@;@шт
"503050091801"@;@"301297469"@;@Ёкилги фильтр ички ёнувчи двигатель учун@;@"8421230009"@;@42@;@"28.25.14.111-00004"@;@5 000@;@шт.
"529050066801"@;@"200941525"@;@Қуввати 2500 кВА бўлган ТМГ типидаги уч фазали икки чулғамли куч мойли герметик трансформатор@;@"8504229000"@;@76@;@"27.11.42.000-00002"@;@50@;@шт.
"503050044507"@;@"306178454"@;@Болт 10*60@;@"7318159008"@;@6@;@"25.94.11.110-00001"@;@14 976@;@кг
"531050013505"@;@"311781305"@;@Тяга NQ верхней части керноприемника@;@"8431430000"@;@32,13@;@"25.73.60.120-00004"@;@200@;@шт
